Linux 3.10.0-230.el7.x86_64 (perf10.perf.lab.eng.bos.redhat.com) 	08/05/15 	_x86_64_	(40 CPU)

15:07:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:08:37      19   10.36    0.00   20.00    0.00    0.00    1.43    0.00    9.29    0.00   58.93
15:08:37      20    0.00    0.00    1.34    0.00    0.00    0.00    0.00    0.67    0.00   97.99
15:08:37      21    2.70    0.00    4.39    0.00    0.00    0.00    0.00    2.03    0.00   90.88
15:08:37      22    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:37      23    2.36    0.00    4.38    0.00    0.00    0.00    0.00    2.02    0.00   91.25
15:08:37      24    0.00    0.00    1.35    0.00    0.00    0.00    0.00    1.35    0.00   97.30
15:08:37      25    2.03    0.00    4.07    0.00    0.00    0.00    0.00    2.03    0.00   91.86
15:08:37      26    0.00    0.00    1.33    0.00    0.00    0.00    0.00    0.67    0.00   98.00
15:08:37      27    2.03    0.00    5.07    0.00    0.00    0.00    0.00    2.70    0.00   90.20
15:08:37      28    0.00    0.00    1.35    0.00    0.00    0.00    0.00    3.38    0.00   95.27
15:08:37      29    2.71    0.00    5.08    0.00    0.00    0.00    0.00    1.36    0.00   90.85
15:08:37      30    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:37      31    2.39    0.00    4.44    0.00    0.00    0.34    0.00    1.37    0.00   91.47
15:08:37      32    0.34    0.00    1.35    0.00    0.00    0.00    0.00    2.36    0.00   95.96
15:08:37      33    3.02    0.00    5.03    0.00    0.00    0.00    0.00    1.68    0.00   90.27
15:08:37      34    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.66
15:08:37      35    2.39    0.00    4.10    0.00    0.00    0.34    0.00    1.71    0.00   91.47
15:08:37      36    0.00    0.00    0.67    0.00    0.00    0.00    0.00    0.33    0.00   99.00
15:08:37      37    3.05    0.00    4.41    0.00    0.00    0.00    0.00    1.69    0.00   90.85
15:08:37      38    0.33    0.00    1.00    0.00    0.00    0.00    0.00    0.33    0.00   98.33
15:08:37      39    2.36    0.00    5.07    0.00    0.00    0.34    0.00    1.35    0.00   90.88
